Key,Description,Description alternative,Parent,Sibling count
8408904390_80,Other,"Exceeding 15 kW but not exceeding 30 kW (excluding for use in civil aircraft / diesel engines of a power of not more than 30 kW, with 4 cylinders, for use in the manufacture of vehicle mounted temperature control systems / 4 Cylinder, 4 cycle, liquid cooled, compression-ignition engine having: - a capacity of not more than 3 850 cm3, and - a rated output of 15 kW or more but not more than 85 kW, for use in the manufacture of vehicles of heading 8427)",Exceeding 15 kW but not exceeding 30 kW,3
8408904590_80,Other,"Exceeding 30 kW but not exceeding 50 kW (excluding for use in civil aircraft / 4 Cylinder, 4 cycle, liquid cooled, compression-ignition engine having: - a capacity of not more than 3 850 cm3, and - a rated output of 15 kW or more but not more than 85 kW, for use in the manufacture of vehicles of heading 8427)",Exceeding 30 kW but not exceeding 50 kW,2
8409100090_80,Other,For aircraft engines (excluding for engines for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),For aircraft engines,2
8409910090_80,Other,"Suitable for use solely or principally with spark-ignition internal combustion piston engines (excluding air intake module for engine cylinders consisting of: -a suction pipe, -a pressure sensor, -an electric throttle, -hoses, -brackets, for use in the manufacture of engines of motor vehicles / fuel distribution pipe complete consisting of rail pipe, high pressure sensor and injectors for direct gasoline fuel injection with: -an operating pressure of not more than 22,5 MPa, -solenoid direct injector, -analog pressure sensor for not more than 22,5 MPa / fuel injector with solenoid valve for optimized atomization in the combustion chamber for use in the manufacture of spark-ignition internal combustion piston engines of motor vehicles / metal alloy intake and exhaust valve with a Rockwell hardness HRC 20 or more, but not more than HRC 50 for use in the manufacture of spark or compression ignition engines of motor vehicles / exhaust manifold with turbine housing of turbochargers with: - a heat-resistance of not more than 1 050 degC, and - a hole to insert a turbine wheel, whereby the hole has a diameter of 28 mm or more, but not more than 181 mm / the exhaust gas recirculation assembly consisting of: -a control unit, -an air throttle, -an intake pipe, -an outlet hose, for use in the manufacture of spark-ignition or compression-ignition combustion engines of motor vehicles / nozzle body for the regulation of angle and distribution of fuel injection: -of a cylindrical shape, -made of stainless steel, -with 4 or more, but not more than 16 holes, -with a flow rate of 100 cm3/minute or more, but not more than 500 cm3/minute / inlet manifold, exclusively for use in the manufacture of the motor vehicles with: -a width of 40 mm or more but not more than 70 mm, -valves length of 250 mm or more but not more than 350 mm, -air volume of 5,2 litres, and -an electrical flow control system that provides maximum performance at more than 3200 rpm / housing of fuel injection valve for generating an electromagnetic field to actuate the injection valve with: -an inlet diameter of 2 mm or more, but not more than 10 mm, -an outlet diameter of 2 mm or more, but not more than 10 mm, -an electric coil with a resistance of 10 O or more, but not more than 15 O, which ends in an electrical connection, -a plastic covering moulded around a stainless steel tube / nozzle needle for opening and closing the flow of fuel in the engine, with: -2 holes, -4 grooves, -a diameter of 3 mm or more, but not more than 6 mm, -a length of 25 mm or more, but not more than 35 mm, -made of stainless steel with hard-chrome plating)",Suitable for use solely or principally with spark-ignition internal combustion piston engines,10
8409990090_80,Other,"Other than suitable for use solely or principally with spark-ignition internal combustion piston engines (excluding injectors with solenoid valve for optimised atomisation in the engine combustion chamber / hoses assembly for fuel return from injectors to engine fuel unit consisting of at least: - three rubber hoses, whether or not with a protective braided sleeving, - three connectors for connecting fuel injectors, - five metal clamps, - one T-shaped plastic joint, for use in the manufacture of engines of motor vehicles / exhaust manifold with turbine housing of turbochargers with: - a heat-resistance of not more than 1 050 degC, and - a hole to insert a turbine wheel, whereby the hole has a diameter of 28 mm or more, but not more than 181 mm / intake manifold for air supply to the engine cylinders, comprising at least: - a throttle, - a boost pressure sensor for use in the manufacture of compression ignition engines of motor vehicles / the exhaust gas recirculation assembly consisting of: -a control unit, -an air throttle, -an intake pipe, -an outlet hose, for use in the manufacture of spark-ignition or compression-ignition combustion engines of motor vehicles / metal alloy intake and exhaust valve with a Rockwell hardness HRC 20 or more, but not more than HRC 50 for use in the manufacture of spark or compression ignition engines of motor vehicles / high pressure fuel rail of galvanized ferrite-pearlite steel with: -at least one pressure sensor and one valve, -a length of 314 mm or more but not more than 322 mm, -an operating pressure not more than 225 MPa, -an inlet temperature not more than 95degC, -ambient temperature of -45degC or more but not more than 145degC, for use in the manufacture of compression ignition engines of motor vehicles / high pressure oil jet nozzle for engine piston cooling and lubrication with: - an opening pressure of 1 bar or more, but not more than 3 bar, - a closing pressure of more than 0,7 bar, - a one-way valve for use in the manufacture of compression ignition engines of motor vehicles)",Other than suitable for use solely or principally with spark-ignition internal combustion piston engines,8
8411110090_80,Other,Of a thrust not exceeding 25 kN (excluding for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),Of a thrust not exceeding 25 kN,2
8411121090_80,Other,Of a thrust exceeding 25 kN but not exceeding 44 kN (excluding for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),Of a thrust exceeding 25 kN but not exceeding 44 kN,2
8411123090_80,Other,Of a thrust exceeding 44 kN but not exceeding 132 kN (excluding for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),Of a thrust exceeding 44 kN but not exceeding 132 kN,2
8411128090_80,Other,Of a thrust exceeding 132 kN (excluding for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),Of a thrust exceeding 132 kN,2
8411210090_80,Other,Of a power not exceeding 1 100 kW (excluding for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),Of a power not exceeding 1 100 kW,2
8411222090_80,Other,Of a power exceeding 1 100 kW but not exceeding 3 730 kW (excluding for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),Of a power exceeding 1 100 kW but not exceeding 3 730 kW,2
8411228090_80,Other,Of a power exceeding 3 730 kW (excluding for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),Of a power exceeding 3 730 kW,2
8411910090_80,Other,Of turbojets or turbopropellers (excluding for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),Of turbojets or turbopropellers,2
8411990099_80,Other,"Other than of gas turbines, for use in civil aircraft (excluding wheel-shaped gas turbine component with blades, of a kind used in turbochargers: - of a precision-cast nickel based alloy complying with standard DIN G- NiCr13Al6MoNb or DIN G- NiCr13Al16MoNb or DIN G- NiCo10W10Cr9AlTi or DIN G- NiCr12Al6MoNb or AMS AISI:686, - with a heat-resistance of not more than 1 100 degC, - with a diameter of 28 mm or more, but not more than 180 mm, - with a height of 20 mm or more, but not more than 150 mm / turbine housing of turbochargers with: - a heat-resistance of not more than 1 050 degC, and - a hole to insert a turbine wheel, whereby the hole has a diameter of 28 mm or more, but not more than 181 mm)","Other than of gas turbines, for use in civil aircraft",2
8412100090_80,Other,Reaction engines other than turbojets (excluding for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),Reaction engines other than turbojets,2
8412390090_80,Other,"Other than linear acting (cylinders) (excluding for use in civil aircraft / actuator for a single-stage turbocharger: - whether or not with conducting horns and connecting sleeves, having an operating distance of 20 mm or more but not more than 40 mm, - with a length of not more than 350 mm, - with a diameter of not more than 75 mm, - with a height of not more than 110 mm)",Other than linear acting (cylinders),2
8412800000_80,Other,Other engines and motors (excluding reaction engines other than turbojets / hydraulic power engines and motors / pneumatic power engines and motors / parts),Other engines and motors,4
8412902090_80,Other,Of reaction engines other than turbojets (excluding for use in civil aircraft / intended to be fitted in aircraft imported duty free or built within the Community),Of reaction engines other than turbojets,2
8412908000_80,Other,Parts (excluding of reaction engines other than turbojets / of hydraulic power engines and motors),Parts,2
8412908090_80,Other,"Parts (excluding of reaction engines other than turbojets / of hydraulic power engines and motors) (excluding for use in civil aircraft / bedplate made of solution strengthened ductile iron castings , for anchoring and aligning the drive trainof a wind turbine with: - a length of 3,5 m or more but not more than 4,5 m, - a width of 2 m or more but not more than 4,2 m, - a height of 1 m or more, but not more than 1,3 m, - a weight of 11 tons or more but not more than 21,5 tons, - mounting bores for yawdrive, - mounting flange for gearbox support, - drivetrain mount, - different screw sockets / gearbox support used as a support and load-carrying component between the gearbox and the bedplate of a wind turbine, made of solution strengthened ductile iron castings , with: -a diameter of 2 m or more, but not more than 5 m, -a weight of 2 tons or more but not more than 7 tons)",Parts (excluding of reaction engines other than turbojets / of hydraulic power engines and motors),3
8413302090_80,Other,"Injection pumps (excluding for use in civil aircraft / single-cylinder radial-piston high pressure pump for gasoline direct injection with: - an operating pressure of 200 bar or more, but not more than 350 bar, - a flow control, and - a pressure relief valve, for use in the manufacture of engines of motor vehicles / high-pressure plunger pump for direct diesel injection, with: -an operating pressure of not more than 275 MPa, -a camshaft, -a fluid discharging of 15 cm3 per minute or more, but not more than 1 800 cm3 per minute, -an electric pressure regulating valve / high-pressure plunger pump for direct diesel injection: -with an operating pressure of not more than 275 MPa, -designed to contact the crankshaft, -with an electromagnetic valve / high-pressure plunger pump for direct petrol injection: -with an operating pressure of not more than 90 MPa, -designed to contact the crankshaft, -with an electromagnetic valve)",Injection pumps,5
8413506100_10,Other,Other reciprocating positive displacement pumps (excluding hydraulic units / dosing and proportioning pumps),Other reciprocating positive displacement pumps,2
8413608000_80,Other,Other than hydraulic units (excluding gear pumps / vane pumps / screw pumps),Other than hydraulic units,3
8413705190_80,Other,"Monobloc (excluding for use in civil aircraft / electric brushless direct current motor with single-stage, radial flow pump centrifugal single entry impeller mounted on motor's shaft and volute with integrated heater of nominal power of 1800 W and soldered safety devices, monobloc with the motor, with: -a discharge outlet diameter of 20 mm or more, -9 slots stator, -6 pole rotor, -rated power of 95 W, -volute with straight outlet, -rotor chamber without sand filter / electric brushless direct current motor with single-stage, radial flow pump centrifugal single entry impeller mounted on motor's shaft and volute with integrated heater of nominal power of 1800 W and soldered safety devices, monobloc with the motor, with: -a discharge outlet diameter of 20 mm or more, -9 slots stator, -6 pole rotor, -rated power of 95 W, -volute with clamped rubber hose outlet, -rotor chamber without sand filter / electric brushless direct current motor with single-stage, radial flow pump centrifugal single entry impeller mounted on motor's shaft, monobloc with the motor, volute with integrated heater, with: -a discharge outlet diameter of 20 mm or more, -9 slots square or chain pole stator, -6 pole rotor, -ferritic or rare earth magnets, -rated power of 95 W or 80 W, -heater of nominal power of 1800 W and soldered or laser welded safety, devices, -volute with or without clamped rubber outlet, -rotor chamber with ultrasonic welded sand filter)",Monobloc,4
8413910090_80,Other,"Of pumps (excluding for use in civil aircraft / fuel pump cover: - consisting of aluminum alloys, - with a diameter of 38 mm or 50 mm, - with two concentric, annular grooves formed on its surface, - anodized, of a kind used in motor vehicles with petrol engines / pump head for two cylinder high pressure pump made of forged steel, with: - milled threaded fittings with a diameter of 10 mm or more but not more than 36,8 mm, and - drilled fuel channels with a diameter of 3,5 mm or more but not more than 10 mm of a kind used in diesel injection systems)",Of pumps,3
8414102590_80,Other,"Rotary piston pumps, sliding vane rotary pumps, molecular drag pumps and Roots pumps (excluding for use in civil aircraft / tandem pump consisting of: -an oil pump with displacement of 21,6 cc/revand working pressure 1,5 bar at 1 000 revolutions per minute, -vacuum pump with displacement of 120 cc/revand performance of -666 mbar in 6 seconds at 750 revolutions per minute for use in the manufacture of engines of motor vehicles)","Rotary piston pumps, sliding vane rotary pumps, molecular drag pumps and Roots pumps",2
8414108990_80,Other,"Other than diffusion pumps, cryopumps and adsorption pumps (excluding for use in civil aircraft / electric vacuum pump with: -Controller Area Network , -whether or not with a rubber hose, -a connecting cable with connector, -a mounting bracket for use in the manufacture of goods of Chapter 87)","Other than diffusion pumps, cryopumps and adsorption pumps",2
8414302090_80,Other,"Of a power not exceeding 0,4 kW (excluding for use in civil aircraft / hermetic reciprocating refrigeration compressor, for isobutane: -with a 3-phase permanent magnet brushless motor, -having left side suction connection and Power Factor Correctioninverter, -with a maximum cooling capacity of 150 W or more but not more than 240 W, at ASHRAE conditions / hermetic reciprocating refrigeration compressor for isobutane as refrigerant: -with a 3-phase permanent magnet brushless motor, -having left side suction connection and Power Factor Correctioninverter feasible to work from 1 300 rpm up to 4 500 rpm, -with a maximum cooling capacity of 150 W or more but not more than 240 W, at ASHRAE conditions / hermetic reciprocating compressor, for isobutane as refrigerant with: -a Resistance Start Capacitor Runsingle phase motor, -a general coefficient of performance factor not lower than 1,93 at ASHRAE conditions, -a maximum cooling capacity of 150 W or more but not more than 180 W, at ASHRAE conditions / hermetic reciprocating compressor, for isobutane as refrigerant with: -a Resistance Start Capacitor Runsingle phase motor, -a general coefficient of performance factor not higher than 1,5 at ASHRAE conditions, -a maximum cooling capacity of 150 W or more but not more than 180 W, at ASHRAE conditions)","Of a power not exceeding 0,4 kW",5
8414308189_80,Other,"Other than for use in civil aircraft (excluding hermetic or semi-hermetic variable-speed electric scroll compressors, with a nominal power rating of 0,5 kW or more but not more than 10 kW, with a displacement volume of not more than 35 cm3, of the type used in refrigeration equipment / hermetic rotary compressors for either hydrofluorocarbonor hydrocarbon refrigerants: - driven by 'on-off' single phase alternate currentor 'brushless direct current'variable speed motors, - with a nominal power rating of not more than 1,5kW, - a rated voltage of 100V or more but not more than 240V, - with a height of not more than 300mm, - an external diameter of not more than 150mm, - with a unit weight of not more than 15kg, for use in the manufacture of heat pumps for household appliances, including clothes dryers)",Other than for use in civil aircraft,2
8414308990_80,Other,"Other than hermetic or semi-hermetic (excluding for use in civil aircraft / vehicle air conditioning system part, consisting of an open shaft reciprocating compressor of a power of more than 0,4 kW but not more than 10 kW / open shaft, scroll type compressor with clutch assembly, of a power of more than 0,4 kW, for air conditioning in vehicles, for use in the manufacture of motor vehicles of Chapter 87)",Other than hermetic or semi-hermetic,3
8414593590_80,Other,"Centrifugal fans (excluding for use in civil aircraft / radial fan, with: -a dimension of 25mmx 85mmx 85mm , -a weight of 120 g, -a rated voltage of 13,6 VDC , -an operating voltage of 9 VDC or more but not more than 16 VDC , -a rated current of 1,1 A , -a rated power of 15 W, -a rotation speed of 500 RPMor more but not more than 4800 RPM, -an air flow of not more than 17,5 litre/s, -an air pressure of not more than16 mm H2O 157 Pa, -an overall sound pressure of not more than 58 dB at 4800 RPM , and with a FINinterface for communication with the heating and air-conditioning control unit used in car seat ventilation systems / electric blower for cooling the high-voltage battery of a hybrid passenger car with: -a control unit, -MOSFET inverter, -a voltage of 9 V or more but not more than 16 V, -ambient temperature of - 40 degC or more, but not more than 80 degC, for use in the manufacture of hybrid passenger cars)",Centrifugal fans,3
8414599500_80,Other,"Other than fans of a kind used solely or principally for cooling microprocessors, telecommunication apparatus, automatic data processing machines or units of automatic data processing machines (excluding axial fans / centrifugal fans)","Other than fans of a kind used solely or principally for cooling microprocessors, telecommunication apparatus, automatic data processing machines or units of automatic data processing machines",2
8414800000_80,Other,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; gas-tight biological safety cabinets, whether or not fitted with filters (excluding vacuum pumps / hand- or foot-operated air pumps / compressors of a kind used in refrigerating equipment / air compressors mounted on a wheeled chassis for towing / fans / hoods having a maximum horizontal side not exceeding 120 cm / gas-tight biological safety cabinets / parts)","Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; gas-tight biological safety cabinets, whether or not fitted with filters",8
8414802290_80,Other,"Not exceeding 60 m3 (excluding for use in civil aircraft / air membrane compressor with: - a flow of 4,5 l/min or more, but not more than 7 l/min, - power input of not more than 8,1 W, and - a gauge pressure capacity not exceeding 400 hPaof a kind used in the production of motor vehicle seats)",Not exceeding 60 m3,2
8414807389_80,Other,"Other than for use in civil aircraft (excluding hermetic rotary compressors for either hydrofluorocarbonor hydrocarbon refrigerants: - driven by 'on-off' single phase alternate currentor 'brushless direct current'variable speed motors, - with a nominal power rating of not more than 1,5kW, - a rated voltage of 100V or more but not more than 240V, - with a height of not more than 300mm, - an external diameter of not more than 150mm, - with a unit weight of not more than 15kg, for use in the manufacture of heat pumps for household appliances, including clothes dryers / hermetic heat pump compressor, for R134A or R450A as refrigerant: -with the Single Phase Induction Motor PSC , -having bottom side suction connection and top side discharge connection, -8,1 cm3 or 8,2 cm3 displacement, -running at 3000 rpm, -with a cooling capacity of 920 W or higher, but not higher than 970 W in ASHRAE conditions)",Other than for use in civil aircraft,2
8414808000_80,Other,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; gas-tight biological safety cabinets, whether or not fitted with filters (excluding vacuum pumps / hand- or foot-operated air pumps / compressors of a kind used in refrigerating equipment / air compressors mounted on a wheeled chassis for towing / fans / hoods having a maximum horizontal side not exceeding 120 cm / gas-tight biological safety cabinets / parts) (excluding turbo-compressors / reciprocating displacement compressors, having a gauge pressure capacity of / rotary displacement compressors)","Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; gas-tight biological safety cabinets, whether or not fitted with filters (excluding vacuum pumps / hand- or foot-operated air pumps / compressors of a kind used in refrigerating equipment / air compressors mounted on a wheeled chassis for towing / fans / hoods having a maximum horizontal side not exceeding 120 cm / gas-tight biological safety cabinets / parts)",3
8414900090_80,Other,"Parts (excluding for use in civil aircraft / aluminium pistons, for incorporation into compressors of air conditioning machines of motor vehicles / pressure-regulating system, for incorporation into compressors of air conditioning machines of motor vehicles / drive part, for compressors of air conditioning machines of motor vehicles / turbocharger wheel housing of cast aluminium alloy or cast iron: - with a heat resistance up to 400degC, - with a hole of 30 mm or more but not more than 300 mm for the insertion of the compressor wheel, for use in the automotive industry)",Parts,5
8415810000_10,Other,"Air-conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated (excluding of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or 'split-system' / of a kind used for persons, in motor vehicles / parts)","Air-conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated",3
8415900091_10,Other,"Parts (excluding of air conditioning machines of subheading Nos 8415 81, 8415 82 or 8415 83, for use in civil aircraft / aluminium connecting block for automotive air conditioning systems: -with a T6 hardening, -equipped with round stubs with a circumferential outer groove, -with through or non-through holes, made of profiles with an upper radius of 8 mm or more but not more than 11 mm, and a lower radius of 12 mm or more but not more than 17 mm, -with a distance between holes of 15 mm or more but not more than 22 mm, -with sockets designed for brazing or clamping, -with mounting holes for M6 or M8 mounting screw, threaded or not, -with a width of 5 mm or more but not more than 16 mm, -for connecting a compressor, a condenser, an evaporator, a chiller and other lines / flame-soldered aluminium block, for connecting tube with condenser in car air-conditioning systems, with: -extruded, bent connector lines of aluminium with an external diameter of 5 mm or more, but not more than 25 mm, -a weight of 0,02 kg or more but not more than 0,25 kg / aluminium arc-welded removable receiver dryer, with polyamide and ceramic elements with: -a length of 143 mm or more but not more than 292 mm, -a diameter of 31 mm or more but not more than 99 mm, -with a weight of not less than 0,12 kg and not more than 0,9 kg, -a spangle length of not more than 0,2 mm and a thickness of not more than 0,06 mm, and -a solid particle diameter of not more than 0,06 mm, for use in the manufacture of car air-conditioning systems)",Parts,4
8417800000_80,Other,"Industrial or laboratory furnaces and ovens, including incinerators, non-electric (excluding furnaces and ovens for the roasting, melting or other heat treatment of ores, pyrites or of metals / bakery ovens, including biscuit ovens / parts)","Industrial or laboratory furnaces and ovens, including incinerators, non-electric",3
8417807000_80,Other,"Industrial or laboratory furnaces and ovens, including incinerators, non-electric (excluding furnaces and ovens for the roasting, melting or other heat treatment of ores, pyrites or of metals / bakery ovens, including biscuit ovens / parts) (excluding ovens and furnaces for firing ceramic products / ovens and furnaces for firing cement, glass or chemical products)","Industrial or laboratory furnaces and ovens, including incinerators, non-electric (excluding furnaces and ovens for the roasting, melting or other heat treatment of ores, pyrites or of metals / bakery ovens, including biscuit ovens / parts)",2
8418999091_10,Other,"Other than evaporators and condensers, excluding those for refrigerators of the household type (excluding of refrigerating equipment adapted to the air-conditioning system, for use in certain types of aircraft / aluminium connecting block for connecting to a condenser manifold in welding process: -hardened to T6 or T5 temper, -with a weight of not more than 150 g, -with a length of 20 mm or more but not more than 150 mm, -with a fixing rail in one piece / receiver dryer profile for connecting to a condenser manifold in welding process with: -a braze flatness of not more than 0,2 mm, -a weight of 100 g or more but not more than 600 g, -a fixing rail in one piece)","Other than evaporators and condensers, excluding those for refrigerators of the household type",3
8419190000_80,Other,"Instantaneous or storage water heaters, non-electric (excluding instantaneous gas water heaters / solar water heaters)","Instantaneous or storage water heaters, non-electric",2
8419390000_80,Other,"Dryers (excluding lyophilisation apparatus, freeze drying units and spray dryers / other, for agricultural products / other, for wood, paper pulp, paper or paperboard)",Dryers,3
8419899800_80,Other,Other than for making hot drinks or for cooking or heating food (excluding cooling towers and similar plant for direct coolingby means of recirculated water / vacuum-vapour plant for the deposition of metal),Other than for making hot drinks or for cooking or heating food,2
8419908590_80,Other,"Other than of sterilisers of subheading 8419 20 00 (excluding of heat exchange units, for use in civil aircraft / silicone or plastic keyboards, comprising: -parts of common metal, and -whether or not comprising parts of plastic, -epoxy resin reinforced with fiberglass or wood, -whether or not printed or surface-treated, -with or without electrical conductors -with or without a membrane bonded to the keyboard, -with or without mono or multilayer protective film)",Other than of sterilisers of subheading 8419 20 00,2
8420108100_10,Other,Calendering or other rolling machines (excluding of a kind used in the textile industry / of a kind used in the paper industry),Calendering or other rolling machines,2
8421190000_80,Other,"Centrifuges, including centrifugal dryers (excluding cream separators / clothes dryers)","Centrifuges, including centrifugal dryers",2
8421210090_80,Other,"For filtering or purifying water (excluding for use in civil aircraft / water pre-treatment system comprising one or more of the following elements, whether or not incorporating modules for sterilization and sanitization of these elements: - ultrafiltration system - carbon filtration system - water softener system for use in a biopharmaceutical laboratory)",For filtering or purifying water,2
8421290000_80,Other,Filtering or purifying machinery and apparatus for liquids (excluding for filtering or purifying water / for filtering or purifying beverages other than water / oil or petrol filters for internal combustion engines),Filtering or purifying machinery and apparatus for liquids,3
8421390000_80,Other,"Filtering or purifying machinery and apparatus for gases (excluding intake air filters for internal combustion engines / catalytic converters or particulate filters, whether or not combined, for purifying or filtering exhaust gases from internal combustion engines)",Filtering or purifying machinery and apparatus for gases,2
8421999099_80,Other,"Other than parts of machinery and apparatus of subheadings 8421 29 20 or 8421 39 15 (excluding of filtering or purification machinery and apparatus for liquids or gases, for use in certain types of aircrafts / parts of equipment, for the purification of water by reverse osmosis, consisting of a bundle of hollow fibres of artificial plastic material with permeable walls, embedded in a block of artificial plastic material at one end and passing through a block of artificial plastic material at the other end, whether or not housed in a cylinder / parts of equipment for the purification of water by reverse osmosis, consisting essentially of plastic-based membranes, supported internally by woven or non-woven textile materials which are wound round a perforated tube, and enclosed in a cylindrical plastic casing of a wall-thickness of not more than 4 mm, whether or not housed in a cylinder of a wall-thickness of 5 mm or more)",Other than parts of machinery and apparatus of subheadings 8421 29 20 or 8421 39 15,3
8423812900_80,Other,Using electronic means for gauging weight (excluding check weighers and automatic control machines operating by reference to a pre-determined weight / machinery for weighing and labelling pre-packaged goods / shop scales),Using electronic means for gauging weight,3
8423890000_80,Other,Other weighing machinery (excluding having a maximum weighing capacity not exceeding 30 kg / having a maximum weighing capacity exceeding 30 kg but not exceeding 5 000 kg),Other weighing machinery,2
8425490000_80,Other,"Jacks; hoists of a kind used for raising vehicles (excluding built-in jacking systems of a type used in garages / other jacks and hoists, hydraulic)",Jacks; hoists of a kind used for raising vehicles,2
8426190000_80,Other,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes, mobile lifting frames and straddle carriers (excluding overhead travelling cranes on fixed support / mobile lifting frames on tyres and straddle carriers)","Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes, mobile lifting frames and straddle carriers",2
8427900019_80,Other,Hand pallet trucks (excluding consigned from Thailand / consigned from Viet Nam),Hand pallet trucks,2
8427900080_80,Other,"Other trucks (excluding hand pallet trucks / hand pallet trucks with a so-called 'weight indication system' consisting of a weighing mechanism not integrated in the chassis, that is to say not integrated in the forks)",Other trucks,2
8428390000_80,Other,"Other continuous-action elevators and conveyors, for goods or materials (excluding specially designed for underground use / other, bucket type / other, belt type)","Other continuous-action elevators and conveyors, for goods or materials",3
8429590000_80,Other,"Mechanical shovels, excavators and shovel loaders (excluding front-end shovel loaders / machinery with a 360deg revolving superstructure)","Mechanical shovels, excavators and shovel loaders",2
8431200019_80,Other,Chassis and hydraulics for hand pallet trucks (excluding consigned from Thailand / consigned from Viet Nam),Chassis and hydraulics for hand pallet trucks,2
8431200080_80,Other,"Of machinery of heading 8427 (excluding chassis and hydraulics for hand pallet trucks / drive axle assembly containing differential, reduction gears, crown wheel, drive shafts, wheel hubs, brakes and mast mounting arms for use in the manufacture of vehicles in heading 8427 / aluminium core, plastic tank radiator, with integral steel support structure and an open core square wave design of 9 fins per 2,54 cm of core length for use in the manufacture of vehicles of heading 8427 / chassis and hydraulics, with a so-called 'weight indication system' consisting of a weighing mechanism not integrated in the chassis, that is to say not integrated in the forks)",Of machinery of heading 8427,4
8431490000_80,Other,"Of machinery of heading 8426, 8429 or 8430 (excluding buckets, shovels, grabs and grips / bulldozer or angledozer blades / parts for boring or sinking machinery of subheading 8430 41 or 8430 49)","Of machinery of heading 8426, 8429 or 8430",3
8432299000_80,Other,Other than disc harrows (excluding scarifiers and cultivators / harrows / rotovators),Other than disc harrows,3
8433539000_80,Other,Root or tuber harvesting machines (excluding potato diggers and potato harvesters / beet-topping machines and beet harvesters),Root or tuber harvesting machines,2
8433590000_80,Other,Other harvesting machinery; threshing machinery (excluding combine harvester-threshers / other threshing machinery / root or tuber harvesting machines),Other harvesting machinery; threshing machinery,3
8440109000_80,Other,"Machinery (excluding folding machines / collating machines and gathering machines / sewing, wire stitching and stapling machines / unsewnbinding machines)",Machinery,4
8441107000_80,Other,Cutting machines (excluding combined reel slitting and re-reeling machines / other slitting and cross-cutting machines / guillotines),Cutting machines,3
8443190000_80,Other,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442 (excluding offset printing machinery, reel fed / offset printing machinery, sheet fed, office type / other offset printing machinery / letterpress printing machinery, reel fed, excluding flexographic printing / letterpress printing machinery, other than reel fed, excluding flexographic printing / flexographic printing machinery / gravure printing machinery)","Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442",7
8443197000_80,Other,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442 (excluding offset printing machinery, reel fed / offset printing machinery, sheet fed, office type / other offset printing machinery / letterpress printing machinery, reel fed, excluding flexographic printing / letterpress printing machinery, other than reel fed, excluding flexographic printing / flexographic printing machinery / gravure printing machinery) (excluding for printing textile materials / for use in the production of semiconductors)","Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442 (excluding offset printing machinery, reel fed / offset printing machinery, sheet fed, office type / other offset printing machinery / letterpress printing machinery, reel fed, excluding flexographic printing / letterpress printing machinery, other than reel fed, excluding flexographic printing / flexographic printing machinery / gravure printing machinery)",2
8443390000_80,Other,"Other printers, copying machines and facsimile machines, whether or not combined (excluding machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data-processing machine or to a network / other, capable of connecting to an automatic data-processing machine or to a network)","Other printers, copying machines and facsimile machines, whether or not combined",2
8445190000_80,Other,Machines for preparing textile fibres (excluding carding machines / combing machines / drawing or roving machines),Machines for preparing textile fibres,3
8445900000_80,Other,"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft-winding) machines and machines for preparing textile yarns for use on the machines of heading 8446 or 8447 (excluding machines for preparing textile fibres / textile spinning machines / textile doubling or twisting machines / textile windingor reeling machines)","Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft-winding) machines and machines for preparing textile yarns for use on the machines of heading 8446 or 8447",4
